,text,intent,slots,pattern_id
551,دهنتو ببند,offensive,o o,3000551
552,دهنتو بگام,offensive,o o,3000552
553,دهنتو سرویس کنم؟,offensive,o o o,3000553
554,دهنتو گائيدم,offensive,o o,3000554
555,دهنتو گایيدم,offensive,o o,3000555
556,دهنتو می‌گام,offensive,o o,3000556
557,دهنتون رو بگام,offensive,o o o,3000557
558,دهنتون رو گائيدم,offensive,o o o,3000558
559,دهنتون رو گایيدم,offensive,o o o,3000559
560,دهنتون رو می‌گام,offensive,o o o,3000560
561,دهنتون سرویس,offensive,o o,3000561
562,دهنتونو بگام,offensive,o o,3000562
563,دهنتونو سرویس کنم؟,offensive,o o o,3000563
564,دهنتونو گائيدم,offensive,o o,3000564
565,دهنتونو گایيدم,offensive,o o,3000565
566,دهنتونو می‌گام,offensive,o o,3000566
567,دهنش رو بگام,offensive,o o o,3000567
568,دهنش رو گائيدم,offensive,o o o,3000568
569,دهنش رو گایيدم,offensive,o o o,3000569
570,دهنش رو می‌گام,offensive,o o o,3000570
571,دهنش سرویس,offensive,o o,3000571
572,دهنشو بگام,offensive,o o,3000572
573,دهنشو سرویس کنم؟,offensive,o o o,3000573
574,دهنشو گائيدم,offensive,o o,3000574
575,دهنشو گایيدم,offensive,o o,3000575
576,دهنشو می‌گام,offensive,o o,3000576
577,دهنشون رو بگام,offensive,o o o,3000577
578,دهنشون رو گائيدم,offensive,o o o,3000578
579,دهنشون رو گایيدم,offensive,o o o,3000579
580,دهنشون رو می‌گام,offensive,o o o,3000580
581,دهنشون سرویس,offensive,o o,3000581
582,دهنشونو بگام,offensive,o o,3000582
583,دهنشونو رو می‌گام,offensive,o o o,3000583
584,دهنشونو سرویس کنم؟,offensive,o o o,3000584
585,دهنشونو گائيدم,offensive,o o,3000585
586,دهنشونو گایيدم,offensive,o o,3000586
587,دهنشونو می‌گام,offensive,o o,3000587
588,دو دره باز,offensive,o o o,3000588
589,دو رو,offensive,o o,3000589
590,دوباره زر زدی؟,offensive,o o o,3000590
591,دوروغگو,offensive,o,3000591
592,ديوث,offensive,o,3000592
593,دیلاغ,offensive,o,3000593
594,دیلاق,offensive,o,3000594
595,دیوانه,offensive,o,3000595
596,دیوونه,offensive,o,3000596
597,ذلیل مرده,offensive,o o,3000597
598,ذلیل‌شده,offensive,o,3000598
599,رذل,offensive,o,3000599
600,رو آب بخندی,offensive,o o o,3000600
601,رو یخ بخندی,offensive,o o o,3000601
602,روسپی,offensive,o,3000602
603,ريدی,offensive,o,3000603
604,ریدم به سرت,offensive,o o o,3000604
605,ریدم به سرتون,offensive,o o o,3000605
606,ریدم به سرش,offensive,o o o,3000606
607,ریدم به سرشون,offensive,o o o,3000607
608,ریدم تو  وح ننتون,offensive,o o o o,3000608
609,ریدم تو دهن بابات,offensive,o o o o,3000609
610,ریدم تو دهنت,offensive,o o o,3000610
611,ریدم تو دهنتون,offensive,o o o,3000611
612,ریدم تو دهنش,offensive,o o o,3000612
613,ریدم تو دهنشون,offensive,o o o,3000613
614,ریدم تو روح بابا ننت,offensive,o o o o o,3000614
615,ریدم تو روح بابا ننتون,offensive,o o o o o,3000615
616,ریدم تو روح بابا ننش,offensive,o o o o o,3000616
617,ریدم تو روح بابا ننشون,offensive,o o o o o,3000617
618,ریدم تو روح بابا و ننت,offensive,o o o o o o,3000618
619,ریدم تو روح بابا و ننتون,offensive,o o o o o o,3000619
620,ریدم تو روح بابا و ننش,offensive,o o o o o o,3000620
621,ریدم تو روح بابا و ننشون,offensive,o o o o o o,3000621
622,ریدم تو روح بابا و ننه‌ات,offensive,o o o o o o,3000622
623,ریدم تو روح بابا و ننه‌اش,offensive,o o o o o o,3000623
624,ریدم تو روح بابا و ننه‌ت,offensive,o o o o o o,3000624
625,ریدم تو روح بابا و ننه‌ش,offensive,o o o o o o,3000625
626,ریدم تو روح بابات,offensive,o o o o,3000626
627,ریدم تو روح باباتون,offensive,o o o o,3000627
628,ریدم تو روح باباش,offensive,o o o o,3000628
629,ریدم تو روح باباشون,offensive,o o o o,3000629
630,ریدم تو روح جد آبادت,offensive,o o o o o,3000630
631,ریدم تو روح جد آبادتون,offensive,o o o o o,3000631
632,ریدم تو روح جد آبادش,offensive,o o o o o,3000632
633,ریدم تو روح جد آبادشون,offensive,o o o o o,3000633
634,ریدم تو روح جد و آبادت,offensive,o o o o o o,3000634
635,ریدم تو روح جد و آبادتون,offensive,o o o o o o,3000635
636,ریدم تو روح جد و آبادش,offensive,o o o o o o,3000636
637,ریدم تو روح جد و آبادشون,offensive,o o o o o o,3000637
638,ریدم تو روح ننت,offensive,o o o o,3000638
639,ریدم تو روح ننتون,offensive,o o o o,3000639
640,ریدم تو روح ننش,offensive,o o o o,3000640
641,ریدم تو روح ننشون,offensive,o o o o,3000641
642,ریدم تو روح ننه و بابات ,offensive,o o o o o o,3000642
643,ریدم تو روح ننه و باباتون ,offensive,o o o o o o,3000643
644,ریدم تو روح ننه و باباش ,offensive,o o o o o o,3000644
645,ریدم تو روح ننه و باباشون ,offensive,o o o o o o,3000645
646,ریدم تو روح ننه‌ات,offensive,o o o o,3000646
647,ریدم تو روح ننه‌اش,offensive,o o o o,3000647
648,ریدم تو روح هر کس و کارت,offensive,o o o o o o o,3000648
649,ریدم تو روح هر کس و کارتون,offensive,o o o o o o o,3000649
650,ریدم تو روح هر کس و کارش,offensive,o o o o o o o,3000650
651,ریدم تو روح هر کس و کارشون,offensive,o o o o o o o,3000651
652,ریدم تو روح هر کس و ناکست,offensive,o o o o o o o,3000652
653,ریدم تو روح هر کس و ناکستون,offensive,o o o o o o o,3000653
654,ریدم تو روح هر کس و ناکسش,offensive,o o o o o o o,3000654
655,ریدم تو روح هر کس و ناکسشون,offensive,o o o o o o o,3000655
656,ریدم تو روحت,offensive,o o o,3000656
657,ریدم تو روحتون,offensive,o o o,3000657
658,ریدم تو روحش,offensive,o o o,3000658
659,ریدم تو روحشون,offensive,o o o,3000659
660,ریدمون,offensive,o,3000660
661,ریدمون زدی,offensive,o o,3000661
662,ریدمون کردی,offensive,o o,3000662
663,ریدمون کردین,offensive,o o,3000663
664,ریغماسی,offensive,o,3000664
665,ریغو,offensive,o,3000665
666,ریغونه,offensive,o,3000666
667,زائیدی,offensive,o,3000667
668,زاقارت,offensive,o,3000668
669,زالزالک,offensive,o,3000669
670,زالو,offensive,o,3000670
671,زالوصفت,offensive,o,3000671
672,زاییدی,offensive,o,3000672
673,زبان‌باز,offensive,o,3000673
674,زبان‌دراز,offensive,o,3000674
675,زبان‌نفهم,offensive,o,3000675
676,زبل,offensive,o,3000676
677,زبون دراز,offensive,o o,3000677
678,زبون کلفت,offensive,o o,3000678
679,زبون‌باز,offensive,o,3000679
680,زبون‌دراز,offensive,o,3000680
681,زبون‌نفهم,offensive,o,3000681
682,زر زر نکن,offensive,o o o,3000682
683,زر مفت نزن,offensive,o o o,3000683
684,زر می‌زنه؟,offensive,o o,3000684
685,زر می‌زنی؟,offensive,o o,3000685
686,زر می‌زنین؟,offensive,o o,3000686
687,زر نزن,offensive,o o,3000687
688,زر نزنید,offensive,o o,3000688
689,زر نزنین,offensive,o o,3000689
690,زقنبود,offensive,o,3000690
691,زگیل,offensive,o,3000691
692,زن پتی,offensive,o o,3000692
693,زن جنده,offensive,o o,3000693
694,زن قحبه,offensive,o o,3000694
695,زنیکه,offensive,o,3000695
696,زهر مار,offensive,o o,3000696
697,زیگیل,offensive,o,3000697
698,سادیسمی,offensive,o,3000698
699,سرراهی,offensive,o,3000699
700,سریش,offensive,o,3000700
701,سفی,offensive,o,3000701
702,سگ,offensive,o,3000702
703,سگ برینه به قبر پدر و مادرت ,offensive,o o o o o o o,3000703
704,سگ برینه به قبر پدر و مادرتون ,offensive,o o o o o o o,3000704
705,سگ برینه به قبر پدر و مادرش ,offensive,o o o o o o o,3000705
706,سگ برینه به قبر پدر و مادرشون ,offensive,o o o o o o o,3000706
707,سگ برینه به قبر پدرت ,offensive,o o o o o,3000707
708,سگ برینه به قبر پدرتون ,offensive,o o o o o,3000708
709,سگ برینه به قبر پدرش ,offensive,o o o o o,3000709
710,سگ برینه به قبر پدرشون ,offensive,o o o o o,3000710
711,سگ برینه به قبر جد و آبادت ,offensive,o o o o o o o,3000711
712,سگ برینه به قبر جد و آبادتون ,offensive,o o o o o o o,3000712
713,سگ برینه به قبر جد و آبادش ,offensive,o o o o o o o,3000713
714,سگ برینه به قبر جد و آبادشون ,offensive,o o o o o o o,3000714
715,سگ برینه به قبر عمت ,offensive,o o o o o,3000715
716,سگ برینه به قبر عمتون ,offensive,o o o o o,3000716
717,سگ برینه به قبر عمش ,offensive,o o o o o,3000717
718,سگ برینه به قبر عمشون ,offensive,o o o o o,3000718
719,سگ برینه به قبر هر کس و کارت ,offensive,o o o o o o o o,3000719
720,سگ برینه به قبر هر کس و کارتون ,offensive,o o o o o o o o,3000720
721,سگ برینه به قبر هر کس و کارش ,offensive,o o o o o o o o,3000721
722,سگ برینه به قبر هر کس و کارشون ,offensive,o o o o o o o o,3000722
723,سگ برینه به قبر هر کس و ناکست ,offensive,o o o o o o o o,3000723
724,سگ برینه به قبر هر کس و ناکستون ,offensive,o o o o o o o o,3000724
725,سگ برینه به قبر هر کس و ناکسش ,offensive,o o o o o o o o,3000725
726,سگ برینه به قبر هر کس و ناکسشون ,offensive,o o o o o o o o,3000726
727,سگ برینه تو روح پدر و مادرت ,offensive,o o o o o o o,3000727
728,سگ برینه تو روح پدر و مادرتون ,offensive,o o o o o o o,3000728
729,سگ برینه تو روح پدر و مادرش ,offensive,o o o o o o o,3000729
730,سگ برینه تو روح پدر و مادرشون ,offensive,o o o o o o o,3000730
731,سگ برینه تو روح پدرت ,offensive,o o o o o,3000731
732,سگ برینه تو روح پدرتون ,offensive,o o o o o,3000732
733,سگ برینه تو روح پدرش ,offensive,o o o o o,3000733
734,سگ برینه تو روح پدرشون ,offensive,o o o o o,3000734
735,سگ برینه تو روح جد و آبادت ,offensive,o o o o o o o,3000735
736,سگ برینه تو روح جد و آبادتون ,offensive,o o o o o o o,3000736
737,سگ برینه تو روح جد و آبادش ,offensive,o o o o o o o,3000737
738,سگ برینه تو روح جد و آبادشون ,offensive,o o o o o o o,3000738
739,سگ برینه تو روح عمت ,offensive,o o o o o,3000739
740,سگ برینه تو روح عمتون ,offensive,o o o o o,3000740
741,سگ برینه تو روح عمش ,offensive,o o o o o,3000741
742,سگ برینه تو روح عمشون ,offensive,o o o o o,3000742
743,سگ برینه تو روح هر کس و کارت ,offensive,o o o o o o o o,3000743
744,سگ برینه تو روح هر کس و کارتون ,offensive,o o o o o o o o,3000744
745,سگ برینه تو روح هر کس و کارش ,offensive,o o o o o o o o,3000745
746,سگ برینه تو روح هر کس و کارشون ,offensive,o o o o o o o o,3000746
747,سگ برینه تو روح هر کس و ناکست ,offensive,o o o o o o o o,3000747
748,سگ برینه تو روح هر کس و ناکستون ,offensive,o o o o o o o o,3000748
749,سگ برینه تو روح هر کس و ناکسش ,offensive,o o o o o o o o,3000749
750,سگ برینه تو روح هر کس و ناکسشون ,offensive,o o o o o o o o,3000750
751,سگ برینه تو روحت ,offensive,o o o o,3000751
752,سگ برینه تو روحتون ,offensive,o o o o,3000752
753,سگ برینه تو روحش ,offensive,o o o o,3000753
754,سگ برینه تو روحشون ,offensive,o o o o,3000754
755,سگ تو کس ننت گذاشته,offensive,o o o o o,3000755
756,سگ تو کس ننتون گذاشته,offensive,o o o o o,3000756
757,سگ تو کس ننش گذاشته,offensive,o o o o o,3000757
758,سگ تو کس ننشون گذاشته,offensive,o o o o o,3000758
759,سگ تو کس ننه‌ات گذاشته,offensive,o o o o o,3000759
760,سگ تو کس ننه‌اش گذاشته,offensive,o o o o o,3000760
761,سگ توله,offensive,o o,3000761
762,سگ کس ننت گذاشته,offensive,o o o o,3000762
763,سگ کس ننتون گذاشته,offensive,o o o o,3000763
764,سگ کس ننش گذاشته,offensive,o o o o,3000764
765,سگ کس ننشون گذاشته,offensive,o o o o,3000765
766,سگ کس ننه‌ات گذاشته,offensive,o o o o,3000766
767,سگ کس ننه‌اش گذاشته,offensive,o o o o,3000767
768,سلیطه,offensive,o,3000768
769,سنده,offensive,o,3000769
770,سوراخ کون,offensive,o o,3000770
771,سوسمارخور,offensive,o,3000771
772,سوسول,offensive,o,3000772
773,سیب‌زمینی,offensive,o,3000773
774,سیریش,offensive,o,3000774
775,شارلاتان,offensive,o,3000775
776,شاسگول,offensive,o,3000776
777,شاشو,offensive,o,3000777
778,شاشيدی,offensive,o,3000778
779,شاشی,offensive,o,3000779
780,شاشیدم بت,offensive,o o,3000780
781,شاشیدم بتون,offensive,o o,3000781
782,شاشیدم بش,offensive,o o,3000782
783,شاشیدم بشون,offensive,o o,3000783
784,شاشیدم به قبر بابا و ننت,offensive,o o o o o o,3000784
785,شاشیدم به قبر بابا و ننتون,offensive,o o o o o o,3000785
786,شاشیدم به قبر بابا و ننش,offensive,o o o o o o,3000786
787,شاشیدم به قبر بابا و ننشون,offensive,o o o o o o,3000787
788,شاشیدم به قبر بابا و ننه‌ات,offensive,o o o o o o,3000788
789,شاشیدم به قبر بابا و ننه‌اش,offensive,o o o o o o,3000789
790,شاشیدم به قبر بابات,offensive,o o o o,3000790
791,شاشیدم به قبر باباتون,offensive,o o o o,3000791
792,شاشیدم به قبر باباش,offensive,o o o o,3000792
793,شاشیدم به قبر باباشون,offensive,o o o o,3000793
794,شاشیدم به قبر جد و آبادت,offensive,o o o o o o,3000794
